,11,gbeminyi-the-monk,"gbeminyi the monk","He lives in a monastery off the coast. No one has heard him speak in years.",Male,"hair: bald;  eyes: blue;  teeth: none;  clothing: yellow;  accessories: mask;  expression: none;  strength: none;  weakness: none",c8b1fd1d-8551-4bb4-8dc4-923a9aeb39fb,9eb4201f270bd48e024fb5f2de33a09a7ff5d766e2713481d7fa3f355e7f5850
,12,henry-the-sportsman,"henry the sportsman","He's played every sport known to man. Even cricket.",Male,"hair: bald;  eyes: yellow;  teeth: none;  clothing: multicolored;  accessories: mask;  expression: none;  strength: agility;  weakness: none",e1225451-bfdf-4a1f-8d37-9cce3a0bd67b,3f9b7473a71ebcc607cc0d387f026ade3fe6d3ebdbd72a6c5461a59c640a72ee
,13,mayowa-the-smallie,"mayowa the smallie","Mayowa is so small but everyone loves him still.",Male,"hair: bald;  eyes: blue;  teeth: none;  clothing: multicolored;  accessories: mask;  expression: none;  strength: none;  weakness: none",dfbb4163-df24-4d54-b74c-6218a68df8bd,66bd71263907574b09d72d360670a08f6f1a5c11bd1e707f9f15342de82fbdd6
,14,muyiwa-the-stylish,"muyiwa the stylish","Muyiwa has a motto which is never to be caught unfresh.",Male,"hair: bald;  eyes: ash;  teeth: none;  clothing: multicolored;  accessories: mask;  expression: none;  strength: creativity;  weakness: none",dcf9d5a0-57b7-4126-a05e-6c8f1045d3f7,d4a387ef0bad317406a9e4d032fe72260b19d0e79a9ae8a5a1bd0bf5c5e9549d
,15,nina-paper-chaser,"nina paper chaser","Nina loves money. It's all she dreams of. ",Female,"hair: brown double bun;  eyes: none;  teeth: none;  clothing: animal print;  accessories: glasses;  expression: none;  strength: hustler;  weakness: none",59524227-dc52-407c-8cca-e9e8c5fb3018,bdffdbad099f3f0d24d198d70ffca51708f77cc22a359075097a40fcdbdca898
,16,oluwaseun-spicy,"oluwaseun spicy","He loves spicy foods. He cooks pepper and sprinkles rice on top.",Male,"hair: bald;  eyes: black;  teeth: none;  clothing: yellow and purple agbada;  accessories: mask;  expression: none strength;  none: weakness",808f7007-6552-4efa-bd13-4b7c337b102b,452c0542785c92f97a5df1a8345681e5460c9ce0de00071fcd3805e09451b596
,17,sesan-the-smartie,"sesan the smartie","Sesan always comes first in competitions.",Male,"hair: bald;  eyes: blue;  teeth: none;  clothing: orange;  accessories: mask;  expression: none;  strength: intelligence;  weakness: none",ba3edda7-8940-4ca4-97ba-826398d5909f,ba2e432999c4c2461f142194c807ae2574bc1539bcd6bbbaa275d699dc23facd
,18,tiwa-london,"tiwa london","If she says she's in London and you see her; you're in London too.",Female,"hair: braids;  eyes: none;  teeth: none;  clothing: black top;  accessories: glasses;  expression: none;  strength: none;  weakness: untruthfulness",78da7aeb-8352-4e25-89ac-dc48b5984089,bdd8bc1d1cdf43225563814ff429dc2253595a01b7084315674a3f84f12c3e61
,19,tunde-yoruba-demon,"tunde yoruba demon","Tunde derives joy in breaking hearts. It's a lifestyle.",Male,"hair: bald;  eyes: white;  teeth: none;  clothing: purple and yellow agbada;  accessories: mask;  expression: none;  strength: none;  weakness: promiscuity",53b46bd7-a537-402b-b249-0b4074a8faae,cdd20fb1a5dce2741983ebeb0207ffbfc229aa75183314097a95d4562dd71cb7
,20,yakubu-the-zombie,"yakubu the zombie","Yakubu earned his zombie title because na only dust full him head.",Male,"hair: bald;  eyes: black;  teeth: none;  clothing: green and purple agbada;  accessories: mask;  expression: none;  strength:none;  weakness:slow to understand things",4adb6781-1614-424e-8f77-fe59ffca2209,e0f61b3b85c938355255a652a53b538d40bc04bbb1d00ff858980b62db5e3673
"TEAM CLUTCH",21,abdul-the-vibe,"abdul the vibe","Abdul the life of the party and can never be caught un-fresh.",Male,"hair: none;  eyes: black;  teeth: none;  clothing: purple and yellow kaftan;  accessories: cap;  expression: happy;  strength: strong;  weakness: no limitation",770f817a-9d9a-4772-9a91-e66dd9d03470,04402c89f44510d087b638be6d9eb5a2f65f2c002fd8553b107090f4603f4db1
,22,"emeka-the -clown","emeka the clown","Emeka the funny man; always making silly joke.",Male,"hair: none;  eyes: black;  teeth: none;  clothing: yellow and black ankara;  accessories: cap;  expression: straight face;  strength: funny;  weakness: little physique",78810fa6-a7ef-4d83-bf57-caf49db4ee69,aecc61dcf081091b24ad503a78d14906695ac485648a15969ab1f58abe4788a5
,23,salam-the-odogwu,"salam the odogwu","Salam is a big time textile marketer always sourcing for quality materials.",Male,"hair: none;  eyes: brown;  teeth: none;  clothing: wine and yellow;  accessories: yayada cap;  expression: happy;  strength: influence;  weakness: impatience",f2957ded-022c-4b07-92c6-b345d4816a67,82c82b49e4c55eeea454930ca07c97d9eeb4646c7b001ca6c30daae460df62d4
,24,charles-the-exporter,"charles the exporter","Charles a business man an importer and exporter never to be caught idle.",Male,"hair: none;  eyes: grey;  teeth: none;  clothing: orange and blue;  accessories: okpu ozo cap;  expression: happy;  strength: influential;  weakness: incessant",09395e76-19ed-4852-8748-795ee7496a8e,777ff62a7a3327e01b8424a73136d7f575094fe0407c1269d61784e11d1a4f77
,25,wole-the-pimp,"wole the pimp","Wole knows people and his way around his city.",Male,"hair: none;  eyes: black;  teeth: two white teeth with diastema;  clothing :yellow dashiki;  accessories: yori yori;  expression: happy;  strength: strong;  weakness: promiscuous",4d94d4f7-9b69-4e43-9db1-1fe83df92857,93e58dfe2dc4b590321b8a756be9b4cd42b24518ac48c3478fde151d8fb2a05a
,26,saro-the-baller,"saro the baller","Saro is a baller and he is always ready to turn-up",Male,"hair: orange afro;  eyes: blue;  teeth: two white teeth with diastema;  clothing: black and yellow kente;  accessories: none;  expression: angry;  strength: strong;  weakness: insatiable",d35a7514-8996-42fb-a5f2-5a603ec679c5,266def2a858e1a13c9f75be92baa90149910af2f7b2169bf1984c30500168409
,27,ade-omo-yoruba,"ade omo yoruba","Ade is an influential man and he is revered in his town.",Male,"hair: none;  eyes: blue;  teeth: complete white teeth and a gold tooth;  clothing: black and yellow kente;  accessories: wine cap;  expression:happy;  strength: hardworking;  weakness: procrastination",92984fa0-310b-4377-8a10-15965d044383,b3ac89d6fbbe711cbe5719da30b2bd876a1df97dbe946aeb0c70933347674e87
,28,shola-cool-kid,"shola cool kid","Shola prefers to be alone because he hates stress.",Male,"hair: none;  eyes: none;  teeth: none;  clothing: yellow t-shirt and blue dongaris;  accessories: red facecap;  expression: playful;  strength: fun;  weakness: playful",3ac5c186-bc14-4eb6-8567-cc818465a64f,7b33aad887e08ba2b06bf2accbf7393922bd81b474da05f50a3653684eef94fc
,29,charlie-the-smoker,"charlie the smoker","Charlie uses smoking as a coping mechanism.",Male,"hair: none;  eyes: black;  teeth: none;  clothing: black shirt with lion prints;  accessories: blue cap;  expression: happy;  strength: nice;  weakness: gullible",71a0aa22-d111-43b7-8484-43d87310bc42,e47647640d8ced825b8ae4cf2ad3615bc6aa4d827a601eb9b65b4baca1d47234
,30,femi-the-badguy,"femi the badguy","Femi is one of the fliest guys in Lagos.",Male,"hair: orange;  eyes: black;  teeth: none;  clothing: white t-shirt and blue dongaris;  accessories: smoking pipe;  expression: unbothered;  strength: fearless;  weakness: intolerance",e493e3fb-a8a0-455a-854f-0f6474bbc69f,8d864754958405458741a4a0a7695973d38e6f538a3cf6df5bd66e7354fa454f
,31,sinzu-money,"sinzu money","Sinzu loves spending money on flashy things.",Male,"hair: none;  eyes: blue;  teeth: white complete teeth and a brown tooth;  clothing: purple and yellow kaftan;  accessories: green-stripped fila cap;  expression: strength;  strength: generous;  weakness: aggressive ",942f8347-9932-4331-bd15-d0f3a048b54f,cead4b044647b9e9e4b2cf6c832e435a514de7396bea98cad96469ac1c45cd73
,32,"obinna-the-palmwine tapper","obinna the palmwine tapper","Obinna taps palmwine for a living.",Male,"hair: none;  eyes: black;  teeth: none;  clothing: yellow black and a touch of pink ankara;  accessories: cap;  expression: happy;  strength: contentment;  weakness: naive",0f1af056-2548-4407-bed4-abc11deae05d,85d1c842d5128ee438f5e438dfdb4cbfa6f7a65a084c9b5608e307941c86e753
,33,aminu-maikudi,"aminu maikudi","Aminu is a wealthy man from a family with generational wealth. ",Male,"hair: none;  eyes: black;  teeth: none;  clothing: maroon and yellow agbada;  accessories: cap;  expression: unbothered;  strength: confidence;  weakness: selfishness",0129e7a5-e3d0-4675-92d0-1a1e55d11612,d4d5c79462da37c081c362a90e171bbafd528b0c96ad539e876d097ffe736ea4
,34,"sabinus-the-town crier","sabinus the town crier","Sabinus delivers messages to his town people.",Male,"hair: none;  eyes: black;  teeth: two white teeth with diastema;  clothing: orange ankara with touches of blue;  accessories: cap;  expression: happy;  strength: dexterity;  weakness: impatience",01d4ce96-818e-44b1-8813-68a7d34b35ba,aa012078707de6c65f1049e6a6ee45fa43dd3020d1cee48a967747beab21592f
,35,adisa-ibadan,"adisa ibadan","Adisa is an elegant man and he is adored by his people.",Male,"hair: none;  eyes: black;  teeth: none;  clothing: kente;  accessories:abeti-aja cap;  expression: mischievous;  strength: independent;  weakness: bossy",3a925f27-35f6-4dbf-9960-c6527fae5f3e,bec658e19d13a895e9fb6030a6949476145e4ed96e071349bb4f54b3568c4b0a
,36,linda-the-navigator,"linda the navigator","Linda knows how to make a way for herself and the people around her.",Female,"hair: blonde;  eyes: none;  teeth: none;  clothing:multicolored;  accessories: glasses;  expression: confused;  strength: creative;  weakness: insecure",71f335a6-5a4f-4410-9cea-179336f0e498,b2ab38926a6e721d7c28766c70a63f9354488864831d76a71a5693de8c2352a0
,37,"kemi-the-iron lady","kemi the iron lady","Kemi the strongest woman known to the town of Igbede people.",Female,"hair: ginger;  eyes: none;  teeth: none;  clothing: ankara;  accessories:glasses and a pipe;  expression: cool;  strength: disciplined;  weakness: perfectionist",35b11a31-5b92-49f4-8fb1-30f255d22054,215cd5f816f8696601735f32864ca094ea3ef723eea93cc1e2d6d14940195c57
,38,"mercy-the-sassy lady","mercy the sassy lady","Mercy is a confident woman and never hesistate to show it.",Female,"hair: brown;  eyes: none;  teeth:none;  clothing: ankara;  accessories: glasses;  expression: sassy;  strenght: creative;  weakness: sensitive",7a3c70ac-927f-4a63-a3df-ab86dd27cd0f,ccd7cebd4e63aff642871b1537d5a2ee13a945620f5270fb58a3b91b18d70053
,39,sandra-money,"sandra money","Sandra likes getting and spending money.",Female,"hair: brown;  eyes: none;  teeth:none;  clothing:yellow and black;  accessories: glasses;  expression: confused;  strength: brave;  weakness: overthinker",1bd95fb0-7b2e-4354-bebd-22f9cf70a1ca,f8d3b512500423533834896a50829f36ebed9980068aec69b51c0972172b189f
,40,bimpe-the-fashionista,"bimpe the fashionista","Bimpe loves wearing trendy clothes and looking gorgeous.",Female,"hair: blonde;  eyes: none;  teeth:gap teeth;  clothing: black cold shoulder shirt;  accessories: glasses;  expression: shocked;  strength: intelligent;  weakness: procrastination",92b548b7-998b-46b6-8198-80d407209483,00b9f2f56477b9858aaa7cf67e60b973513a26941e5774c8c7e223ec51c22427
"TEAM ENGINE",41,kim-rich-aunty,"kim rich aunty","She loves spoiling her nieces and nephew.",Female,"hair: pink;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength:brave;  weakness:food",3344a73c-f15e-4afd-a1b2-3199e27eb08f,7a09bfa109afe240970e5ee7764e31a17893f249affb57cd57eb40c46298d91c
,42,barbra-stark,"barbra stark","She loves fine dining and spends time with family.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength:brave;  weakness:food",4f31fd99-4918-42a9-a112-fa60ef36d5c6,cfbfdb02608cbcc122a4a35beec228f31729430a44a2ed45c275494984d58aca
,43,jean-art-dolger,"jean art dolger","Loves collecting art for charity.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: creative;  weakness: food",5e1105d9-e485-462d-a5bf-1eb931976b13,b29d6a2e8f069e8a45b8f84e92bed691e61eb51e2acefc97b8a5490b789183d3
,44,"flora-burger- eater","flora burger eater","She loves eating burgers.",Female,"hair: blue;  eyes: brown;  teeth: gap;  clothing: stripes;  accessories: none;  expression: frowning;  strength: prayerful;  weakness: food",054dffd1-cdff-417b-b6c2-a679dabd087b,4c11f14f662c8fded3405bc7030bb434fbacb9b6d987a3bfc0d6904ff87cccc0
,45,jessie-lord-rings,"jessie lord rings","She loves her  (precious) jewelry.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: satin;  accessories: none;  expression: smiling;  strength: kind;  weakness: shy",caacabe1-0abc-43af-92e2-2231248bff93,38b96fd660a8d60a98649c9056e6038c7abea74dcc90e19cfbc0257025251600
,46,pinky-monky-ponk,"pinky monky ponk","She love to dance the honky tonk.",Female,"hair: maroon;  eyes: blue;  teeth: none;  clothing: linen;  accessories: none;  expression: smiling;  strength: brave;  weakness: chips",bd6a4b38-543e-40fa-9153-f7e1a947ebb1,a634fda8de220f407c11094b31e25caee9b078d299f827d9ebb719adccc152d9
,47,wanjiru-hippie-glitter,"wanjiru hippie glitter","A hippie that loves her glitters.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: wool;  accessories: none;  expression: smiling;  strength: none;  weakness: babies",683f0d27-3cb4-4948-b1b5-09f10bee575a,a91082f6f7fd047a8c9ed226f3ef4b0a8d35391a994ad4bb031979a57c0576e1
,48,njoki-binary-coder,"njoki binary coder","She codes with the best language and tops the set.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: none;  weakness: none",9b59bdb4-0c6c-4107-9d72-6d38d308edb4,c4748d5b9cf274c429a549b8b1a90415288369555d98203cdd1518e78e82a35f
,49,wangu-calaba-hustler,"wangu calaba hustler","She is a passionate hustler you should be careful with her.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: flying",67f7da93-3925-4def-b660-58f558c14a19,cf5dbde8983e6f0a9455cfd870b59843688f07350db516a986187a1891c6abd5
,50,lulu-dey-kpako,"lulu dey kpako","She's is as enthusiastic as she is beautiful.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: loving;  weakness: makeup",23b6c38f-ab84-4565-bfe9-d9eb019c9f29,d1c02a75b684792bfde2405f00a6e252e038dfebd42a12e44f98efacf54ffcc9
,51,kiki-cala-flier,"kiki cala flier","She flies first class and gets the best deals.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: kittens",d24aefff-c9fc-4ea9-a7cf-1b741076c822,fa49ce7d42e1f4e3c4bc3d409dc659e13febd80a22d2313b73ce752272826132
,52,"purity-nft -investor","purity nft investor","She is an angel investor looking for the next big thing.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: clothes",ee86ef77-4793-411a-88d3-ea54d84f6b24,03d17f1e2e0b6d50a227f8da09ed69c415511711bca61650825cae6005654b2e
,53,june-binary-monk,"june binary monk","She has a twin from Tibet and they always play together .",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: money",102c4cdb-f812-44fd-bf47-5065284c6075,6177996c738ca036e3e5b2912eeaa5629614c62a0a4a12a823927398c140abd8
,54,aisha-flying-damsel,"aisha flying damsel","She is always a damsel in distress and loves to fly.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: food",c4071af3-b49e-4ad6-898b-7828f90465fb,23a363d6af6cefbc17f3a6f11371d6d47cbafb664d2aa77bd7a04deae1e63a70
,55,bobo-crypto-lovely,"bobo crypto lovely","She is a crypto guru you can trust all through.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: water",427ea0f5-30a3-4d70-a5bd-a6106409b83c,1925a95c8ff3f6ee92fcc81932540442a65e95dcecb95edba8bb1f121817c586
,56,"nell-light -embrace","nell light embrace","She is an empathy ready with a kind word or hug.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: love",9dfe30b4-c71a-471c-8091-f5c4a238eed8,9cb02728f87de2554a4d8d8eb5e737d9057244d269711618ca631bcf9270c1a0
,57,rachel-mood-silent,"rachel mood silent","Introvert  to the core a mysterious lady.",Female,"hair: blue;  eyes: brown;  teeth: none;  clothing: ankara;  accessories: none;  expression: smiling;  strength: brave;  weakness: walls",11450acd-f0d7-406f-bc18-bdb680404845,40a6c2d17be09da7bca90b6d547af1208dd76d1bb6d4119e2c75292b76719aa5
,58,nana-reflector-agent,"nana reflector agent","She loves her chrome fashion style.",Female,"hair: pink;  eyes: blue;  teeth: none;  clothing: ankara;  accessories:none;  expression: smiling;  strength: brave;  weakness: shy",63bda633-bfca-4b28-823f-7772936b4103,e927edb186176f1f7184297c0d0f15d0d186a7d9e0ea739ac0f3f94408113134
,59,bree-busy-gossip,"bree busy gossip","Never whisper your secrets to her except you want the world to know.",Female,"hair: blue;  eyes:white;  teeth: none;  clothing: glitter;  accessories:none;  expression: frowm;  strength:goodlistener;  weakness:height",4f5898d9-fc99-4053-a56c-b2ec1ef41347,906e586ed470a7146f062513edc8fba5a1fdd859a7c20e51ed567f2fa66f5d7c
,60,jude-shadow-fighter,"jude shadow fighter","A ninja warrior; the last samurai standing.",Female,"hair: white;  eyes:brown;  teeth: none;  clothing: ankara;  accessories:chain;  expression: smiling;  strength:brave;  weakness:water",a47b2ed7-d4aa-4404-ac40-0ecea464cf3f,b7711a4f5848dc21c33ffee2d9bb6ddaa9223a084125394833364d2371d0cce3
"TEAM GRIT",61,toy-soldier,"toy soldier","A man stronger than an army.",Male,"hair: bald;  eyes: closed;  teeth: none;  clothing: overall;  accessories: nose mask;  expression: happy;  strength: powerful;  weakness: sentimental",fc8ea3ac-59d1-11ed-9b6a-0242ac120002,8d026b6649f117d0ca29eb420f818ff0caec0e161e0c5c8f6e851f5d4f842a8d
,62,pipey-rivers,"pipey rivers","A man who loves the water so much and fixes it's path.",Male,"hair:bald;  eyes: opened;  teeth:none;  clothing: overall;  accessories: nose mask;  strength: calculative;  weakness: public speaking",58f69cae-59d1-11ed-9b6a-0242ac120002,8e9d9c8ade1342078e7f3192a1fdfc94042bf3293f4263c9d8a7280333b3bae3
,63,phiri-of-zambia,"phiri of zambia","An african woman with strength and beauty.",Female,"hair: purple buns;  eyes:nose;  teeth: none;  clothing: adire;  accessories: sunglasses;  expression: jiggy;  strength: free spirit;  weakness: blind ",24b537fa-59d3-11ed-9b6a-0242ac120002,c338abcc7a86d11831bc00fde3a5c8aca99b41c4cda7c716496f129edf3736f2
,64,patrick-of-bikinibottom,"patrick of bikinibottom","A white man who loves the african culture and associates with their dressing.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: kente;  accessories: nose mask;  expression: confused;  strength: adaptation;  weakness: fluency",064c7b84-59d3-11ed-9b6a-0242ac120002,0d489787d2c983405806ffc9c375ef43acb6d62025940f22f2821cdb5c970e2b
,65,nobuhle-of-zulu,"nobuhle of zulu","A woman; well endowed with beauty.",Female,"hair: brown bun;  eyes: none;  teeth: none;  clothing: iqoyi;  accessories: sunglasses;  expression: astonished;  strength: cool headed;  weakness: pressure",1ee5b1ce-59d3-11ed-9b6a-0242ac120002,74c2b9bfd82048f2b583c0a9a83915bbf4c48ab8012fc2ecfa5b3af0b2892763
,66,nkosazana-of-xhosa,"nkosazana of xhosa","An african princess; always proud of her culture.",Female,"hair: ginger afro;  eyes:none;  teeth: gap teeth;  clothing:umbaco;  accessories: sunglasses;  expression: fufilled;  strength: confidence;  weakness: endurance",2f1a1724-59d3-11ed-9b6a-0242ac120002,52c1af94977359589caa8f71a551dd19cb008f7efcf9312637f1e878e677a136
,67,mandla-of-zulu,"mandla of zulu","A simple and introverted guy who keeps to himself.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: eshowe;  accessories: nose mask;  expression: irritated;  strength: strong willed;  weakness: relationship",d04553b2-59d7-11ed-9b6a-0242ac120002,8e4a98740608e9809766487e6629039cc21d2f2ecf730a96599979e418c6390e
,68,john-doe,"john doe","A principled guy who is conscious of his health and ensures protection from infection.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: ankara;  accessories: nose mask;  expression: cold;  strength: cleaniness;  weakness: perfectionist",5d19795e-59d2-11ed-9b6a-0242ac120002,66fcc4f9bc25d8cb1b1941ccf0a39d9af606893041bbad03753db87b1bf70e6e
,69,ghost-of-power,"ghost of power","A woman; stronger than ten men combined.",Female,"hair: black tied with scalf;  eyes: none;  teeth: none;  clothing: iqoyi;  accessories: sunglasses and pipe;  espression: ruthless;  strength: badass;  weakness: cancer",29c764ca-59d3-11ed-9b6a-0242ac120002,5713e5f2c5b69e939d538baf2536c191e5d8357ec15c1945dcf8b2b7465067a7
,70,freida,freida,"A man who is always peaceful.",Male,"hair: bald;  eyes: closed;  teeth: none;  clothing: overall;  accessories: nose mask;  expression: calm;  strength: peaceful;  weakness: anger",ee671c4a-59d2-11ed-9b6a-0242ac120002,a3c9e637e62d68dd8ce31472850e00c05b01e1500d459df2897bf1e4b90b6236
,71,flamboyant-tree,"flamboyant tree","A beautiful african woman; billionaire in the making.",Female,"hair: one bun dark brown;  eyes: none;  teeth: none;  clothing: kente;  accessories: sunglasses;  expression: happy;  strength: beauty;  weakness: lover girl",380e4990-59d3-11ed-9b6a-0242ac120002,5003404f59c7128a6273e0430dc4eab29f313112a5a7c807684b2785f1444207
,72,david-of-accra,"david of accra","A combatant who fights and defends his people",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: kente;  accessories: nose mask;  expression: angry;  strength: super powerful;  weakness: sleeping",1c1ef1b4-59d1-11ed-9b6a-0242ac120002,beb21618f2f73965aa005116356ff80a938dd66ae3d0c9b5e6ca5c1dd27142c8
,73,cally-lily,"cally lily","A man who is a breathe of fresh air.",Male,"hair: male;  eyes: opened;  teeth: none;  clothing: overall;  accessories: nose mask;  expression: confused;  strength: calm;  weakness: sun",82bba87c-59d1-11ed-9b6a-0242ac120002,d8c25bca6049fc16df814ce4e5a78122504ceb1bb111d84b6cbea86d6d55c6d1
,74,bubune-of-accra,"bubune of accra","A man with honor; always conscious of his health.",Male,"hair: bald;  eyes: closed;  teeth: none;  clothing: kente;  accessories: nose mask;  expression: happy;   strength: clean;  weakness: foodie",faa4b530-59d2-11ed-9b6a-0242ac120002,f84cc55ccabeb5d7878b032604a29317a54c59683573453f414f02a5f99372d4
,75,bediako-of-accra,"bediako of accra","A strong man; always ready to fight for what is right.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: balck with kente;  accessories: nose mask;  expression: suspicious;   strength: activist;  weakness: irrational",fb6e8222-59d0-11ed-9b6a-0242ac120002,358ed1b782698f54323428f9193ccbe9e29a7b3e89d3d2c15bca7d544670b35f
,76,avatar-aang,"avatar aang","A man who is ready to save the world.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: kaftan;  accessories: nose mask;  expression: soothing;  strength: mind games;  weakness: insomia",169f93a0-59d2-11ed-9b6a-0242ac120002,fb5de11b3536767854ba2d13b66c1fb845f91ddadb1bd8a82b9f10ada468b1ce
,77,argus-greek,"argus greek","A man who you will always find on the look out.",Male,"hair: bald;  eyes: opened;  teeth: none;  clothing: overall;  accessories: nose mask;  expression: suspicious;  strength: strong;   weakness: lateness",e7f26b26-59d2-11ed-9b6a-0242ac120002,c1ae1a53822c81fd16955857ab688a28909cc7bb6bc861b2fc363fdd4d487359
,78,amahle-of-zulu,"amahle of zulu","A traditional man; feeling fulfilled.",Male,"hair: bald;  eyes: closed;  teeth: none;  clothing: ankara print;  accessories: nose mask;  expression: excited;  strength: conversationist;  weakness: traditionalist",169f93a0-59d2-11ed-9b6a-0242ac120002,90f91df3791de6c8bdf4285afacb3bfad011c65cadff6c452c27eb6977fdba3e
